1699185009.8248472|01|Parsing page|company|Ogilvy Health USA|Greenhouse|https://boards.greenhouse.io/ogilvyhealthusa
1699185010.845032|01|Storing jobs in DB|company|Ogilvy Health USA|Greenhouse|https://boards.greenhouse.io/ogilvyhealthusa
1699185011.256605|01|Done|company|Ogilvy Health USA|Greenhouse|https://boards.greenhouse.io/ogilvyhealthusa
1699185011.260478|01|Scraping page|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
1699185012.4065611|01|Parsing page|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
1699185013.4310951|01|Storing jobs in DB|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
1699185018.738979|01|Done|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
1699185034.184591|01|Scraping page|company|Faire|Greenhouse|https://boards.greenhouse.io/faire
1699185035.6659799|01|Parsing page|company|Faire|Greenhouse|https://boards.greenhouse.io/faire
1699185036.694711|01|Storing jobs in DB|company|Faire|Greenhouse|https://boards.greenhouse.io/faire
1699185036.6952178|01|Done|company|Faire|Greenhouse|https://boards.greenhouse.io/faire
1699185036.6976051|01|Scraping page|company|Point72|Greenhouse|https://boards.greenhouse.io/point72
1699185037.824311|01|Parsing page|company|Point72|Greenhouse|https://boards.greenhouse.io/point72
1699185038.868798|01|Storing jobs in DB|company|Point72|Greenhouse|https://boards.greenhouse.io/point72
1699185057.425799|01|Done|company|Point72|Greenhouse|https://boards.greenhouse.io/point72
1699185057.429918|01|Scraping page|company|Twitch|Greenhouse|https://boards.greenhouse.io/twitch
1699185058.7622578|01|Parsing page|company|Twitch|Greenhouse|https://boards.greenhouse.io/twitch
1699185059.780663|01|Storing jobs in DB|company|Twitch|Greenhouse|https://boards.greenhouse.io/twitch
1699185062.214529|01|Done|company|Twitch|Greenhouse|https://boards.greenhouse.io/twitch
1699185062.218341|01|Scraping page|company|Ogilvy Health USA|Greenhouse|https://boards.greenhouse.io/ogilvyhealthusa
1699185063.3321579|01|Parsing page|company|Ogilvy Health USA|Greenhouse|https://boards.greenhouse.io/ogilvyhealthusa
1699185064.3548129|01|Storing jobs in DB|company|Ogilvy Health USA|Greenhouse|https://boards.greenhouse.io/ogilvyhealthusa
1699185064.762857|01|Done|company|Ogilvy Health USA|Greenhouse|https://boards.greenhouse.io/ogilvyhealthusa
1699185064.767338|01|Scraping page|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
1699185065.906038|01|Parsing page|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
1699185066.9354649|01|Storing jobs in DB|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
1699185072.231318|01|Done|company|Ogilvy UK|Greenhouse|https://boards.greenhouse.io/ogilvyuk
